match_id,player,row,pts,pts_won,aces,unret,forced_err,pts_won_lte_3_shots,first_in,dfs
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,2,4a,13,4,0,0,2,3,7,2
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,2,5d,9,5,0,0,3,3,4,1
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,2,5a,13,6,0,0,0,1,7,0
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,2,6d,20,9,0,2,1,5,11,2
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,2,6a,10,5,0,0,2,2,10,0
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,1,d,29,15,3,0,3,7,11,2
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,1,a,27,20,7,2,2,15,16,0
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,1,4,14,10,3,1,1,8,11,0
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,1,5,16,9,0,0,1,3,2,1
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,1,6,25,16,7,1,3,11,13,1
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,1,4d,4,2,1,0,0,1,4,0
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,1,4a,10,8,2,1,1,7,7,0
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,1,5d,10,5,0,0,1,2,1,1
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,1,5a,6,4,0,0,0,1,1,0
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,1,6d,14,8,2,0,2,4,5,1
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,1,6a,11,8,5,1,1,7,8,0
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,2,d,28,13,1,0,6,9,15,1
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,2,a,24,14,1,0,4,12,13,1
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,2,4,11,7,1,0,1,6,6,1
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,2,5,27,13,0,0,5,9,14,0
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,2,6,13,7,1,0,4,6,8,0
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,2,4d,1,0,0,0,0,0,1,0
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,2,4a,10,7,1,0,1,6,5,1
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,2,5d,15,7,0,0,3,4,8,0
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,2,5a,12,6,0,0,2,5,6,0
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,2,6d,11,6,1,0,3,5,6,0
20140117-W-Australian_Open-R32-Serena_Williams-Daniela_Hantuchova,2,6a,2,1,0,0,1,1,2,0
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,1,d,46,27,4,2,3,13,26,5
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,1,a,43,26,1,3,1,12,23,3
20140113-W-Australian_Open-R128-Venus_Williams-Ekaterina_Makarova,1,4,17,8,1,1,1,4,7,4
